material_id,formula,formation_energy_per_atom,band_gap,source
JVASP-3249,Nd2SeO2,-3.19476,2.314,JARVIS
JVASP-113070,Nd2Si2PbS8,-1.32973,2.241,JARVIS
JVASP-140401,Nd2Si2PbSe8,-1.06929,1.654,JARVIS
JVASP-23132,Nd2SiTeO4,-3.06159,2.108,JARVIS
JVASP-49288,Nd2Sn2O7,-2.72826,2.869,JARVIS
JVASP-24272,Nd2Ta2Cl2O7,-3.18869,3.177,JARVIS
JVASP-21516,Nd2Te4O11,-1.96817,3.318,JARVIS
JVASP-2439,Nd2TeO2,-3.06453,1.716,JARVIS
JVASP-3138,Nd2TeS2,-1.99583,1.589,JARVIS
JVASP-53040,Nd2Th2O7,-3.83728,2.727,JARVIS
JVASP-34513,Nd2Ti2O7,-3.49965,2.766,JARVIS
JVASP-26399,Nd2Ti2S2O5,-3.0724,0.762,JARVIS
JVASP-91327,Nd2W3O12,-2.69562,1.092,JARVIS
JVASP-91324,Nd2WO6,-3.19134,0.606,JARVIS
JVASP-145288,Nd2ZnPtO6,-2.39933,1.749,JARVIS
JVASP-53065,Nd2Zr2O7,-3.45397,2.357,JARVIS
JVASP-57293,Nd3BWO9,-3.26764,3.303,JARVIS
JVASP-19045,Nd3Cu3Sb4,-0.78827,0.246,JARVIS
JVASP-97625,Nd3CuGeS7,-1.61558,1.71,JARVIS
JVASP-95712,Nd3CuGeSe7,-1.36944,1.158,JARVIS
JVASP-25696,Nd3CuSiS7,-1.69275,1.689,JARVIS
JVASP-51636,Nd3CuSiSe7,-1.41561,1.459,JARVIS
JVASP-57585,Nd3CuSnS7,-1.58397,1.733,JARVIS
JVASP-142193,Nd3FeO6,-3.10324,1.421,JARVIS
JVASP-121488,Nd3GaFeS7,-1.60471,0.463,JARVIS
JVASP-117152,Nd3GaNiS7,-1.60857,0.299,JARVIS
JVASP-119153,Nd3HoZr4O14,-3.72797,3.327,JARVIS
JVASP-25612,Nd3NbO7,-3.43593,2.793,JARVIS
JVASP-98494,Nd3S2Br5,-2.09659,2.895,JARVIS
JVASP-98063,Nd3S2Cl5,-2.37462,3.153,JARVIS
JVASP-98524,Nd3S3N,-2.0974,1.159,JARVIS
JVASP-154789,Nd3Sb4Au3,-0.90707,0.558,JARVIS
JVASP-20920,Nd3Sb5O12,-2.3506,3.18,JARVIS
JVASP-49750,Nd3SbO7,-3.05886,2.873,JARVIS
JVASP-98577,Nd3SeBrN2,-1.71569,1.075,JARVIS
JVASP-24270,Nd3Si2S8Br,-1.60465,2.684,JARVIS
JVASP-57108,Nd3Si2S8I,-1.56543,2.584,JARVIS
JVASP-41051,Nd3SiAgS7,-1.64595,1.75,JARVIS
JVASP-49375,Nd3SiAgSe7,-1.39287,1.507,JARVIS
JVASP-148177,Nd3TaO7,-3.55443,3.39,JARVIS
JVASP-57836,Nd3UCl3O6,-3.27194,1.582,JARVIS
JVASP-143623,Nd4FeS6O,-2.09212,0.715,JARVIS
JVASP-97633,Nd4Ge3S12,-1.3786,1.918,JARVIS
JVASP-24333,Nd4S3NCl3,-2.24302,3.076,JARVIS
JVASP-151213,Nd4Se3O4,-2.94106,1.567,JARVIS
JVASP-140395,Nd4Zr3TiO14,-3.66641,3.069,JARVIS
JVASP-13361,Nd5AgS8,-1.99986,1.598,JARVIS
JVASP-13333,Nd5AgSe8,-1.76477,1.462,JARVIS
JVASP-25022,Nd5As2ClO10,-3.00242,3.337,JARVIS
JVASP-13323,Nd5CuSe8,-1.72195,1.006,JARVIS
JVASP-143812,Nd6CdGe2S14,-1.65421,1.984,JARVIS
JVASP-142779,Nd6Ge3S14,-1.62084,1.303,JARVIS
JVASP-140397,Nd6MgGe2S14,-1.74536,1.973,JARVIS
JVASP-141117,Nd6MnSi2S14,-1.74853,1.002,JARVIS
JVASP-97440,Nd7S6Cl9,-2.32805,2.113,JARVIS
JVASP-14223,NdAl3Br12,-1.35076,3.396,JARVIS
JVASP-23623,NdAl3Pb2O8,-2.79294,3.033,JARVIS
JVASP-95127,NdAlGe2O7,-2.59902,3.47,JARVIS
JVASP-91644,NdAlH6,-0.36484,2.339,JARVIS
JVASP-11173,NdAlO3,-3.53647,2.981,JARVIS
JVASP-151856,NdAsS,-1.69557,0.217,JARVIS
JVASP-85778,NdAsSe,-1.52943,0.173,JARVIS
JVASP-62790,NdBN2,-1.50853,2.202,JARVIS
JVASP-112297,NdBS3,-1.39331,2.45,JARVIS
JVASP-26419,NdBi2BrO4,-2.11163,1.317,JARVIS
JVASP-26316,NdBi2ClO4,-2.15373,1.204,JARVIS
JVASP-26359,NdBi2IO4,-2.04436,1.386,JARVIS
JVASP-50459,NdBiO4,-2.12684,0.591,JARVIS
JVASP-36252,NdBiPd,-0.95338,0.161,JARVIS
JVASP-3915,NdBr3,-1.98489,2.654,JARVIS
JVASP-35607,NdBrO2,-2.1514,3.14,JARVIS
JVASP-119530,NdCoO3,-2.44675,0.201,JARVIS
JVASP-109817,NdCrS2O,-2.05482,0.368,JARVIS
JVASP-1489,NdCuO2,-2.43561,2.475,JARVIS
JVASP-10686,NdCuS2,-1.50921,1.143,JARVIS
JVASP-150274,NdCuSO,-2.13048,1.694,JARVIS
JVASP-9434,NdCuSe2,-1.29683,0.812,JARVIS
JVASP-39436,NdCuTeO,-1.90406,1.533,JARVIS
JVASP-154748,NdEr3S6,-2.25868,1.025,JARVIS
JVASP-38594,NdH3,-0.61432,0.121,JARVIS
JVASP-122061,NdHO,-2.30983,2.188,JARVIS
JVASP-141263,NdHo3S6,-2.2584,1.024,JARVIS
JVASP-33812,NdI3,-1.36719,1.584,JARVIS
JVASP-50049,NdInO3,-2.66971,2.854,JARVIS
JVASP-143139,NdLu3S6,-2.25137,1.019,JARVIS
JVASP-100275,NdLuS3,-2.10968,0.69,JARVIS
JVASP-11118,NdLuSe3,-1.96491,0.554,JARVIS
JVASP-145912,NdMoBrO4,-2.59803,1.982,JARVIS
JVASP-143704,NdMoO5,-2.60569,2.281,JARVIS
JVASP-20911,NdPS4,-1.15093,2.36,JARVIS
JVASP-141211,NdPaO4,-3.93502,2.834,JARVIS
JVASP-21232,NdRhO3,-2.32439,0.606,JARVIS
JVASP-11132,NdS2,-1.92635,0.5,JARVIS
JVASP-12732,NdSBr,-2.13524,2.573,JARVIS
JVASP-8097,NdSF,-3.22541,1.311,JARVIS
JVASP-49160,NdSbO4,-2.50245,2.302,JARVIS
JVASP-121986,NdScS3,-2.18874,1.829,JARVIS
JVASP-3195,NdSeF,-3.05269,1.037,JARVIS
JVASP-50120,NdSeO,-2.64889,0.523,JARVIS
JVASP-141752,NdTa2O6F,-3.32896,3.151,JARVIS
JVASP-13416,NdTa3O9,-3.24591,3.367,JARVIS
JVASP-25624,NdTe2BrO5,-1.83799,2.442,JARVIS
JVASP-150301,NdTe2ClO5,-1.80094,0.173,JARVIS
JVASP-35012,NdTeCl,-1.93985,0.501,JARVIS
JVASP-7750,NdTeF,-2.73249,0.579,JARVIS
JVASP-53210,NdTi2CdO6F,-2.97013,1.572,JARVIS
JVASP-143008,NdTiCdSbO7,-2.52794,2.667,JARVIS
JVASP-132933,NdTiNbBi2O9,-2.61379,2.585,JARVIS
JVASP-111018,NdTl2InTe4,-0.66555,1.15,JARVIS
JVASP-1450,NdTlS2,-1.5781,1.71,JARVIS
JVASP-79800,NdTlSe2,-1.42698,1.22,JARVIS
JVASP-37134,NdTlTe2,-1.10247,0.665,JARVIS
JVASP-116602,NdTm3S6,-2.25894,1.024,JARVIS
JVASP-11673,NdVO4,-3.18441,2.821,JARVIS
JVASP-146345,NdY3S6,-2.29012,1.049,JARVIS
JVASP-2517,NdZnAsO,-1.89766,0.848,JARVIS
JVASP-2982,NdZnPO,-1.94523,1.219,JARVIS
JVASP-3189,NdZnSbO,-1.76295,0.181,JARVIS
JVASP-137347,NdZrNO2,-2.95427,2.077,JARVIS
JVASP-50420,NdZrO3,-3.42604,0.126,JARVIS
JVASP-127575,NeF3,0.22523,0.236,JARVIS
JVASP-125416,NeH3,0.62524,3.176,JARVIS
JVASP-124365,NeHg,0.24896,0.462,JARVIS
JVASP-128675,NeN3,1.31871,3.356,JARVIS
JVASP-124586,NeO7,0.2672,1.262,JARVIS
JVASP-132478,NeS31,0.00869,2.036,JARVIS
JVASP-142563,Ni2As2O7,-1.02498,0.425,JARVIS
JVASP-12662,Ni2GeO4,-1.197,0.592,JARVIS
JVASP-148355,Ni2Hg2SF6,-1.41132,0.267,JARVIS
JVASP-113185,Ni2P2O7,-1.72694,0.81,JARVIS
JVASP-121689,Ni2Te3O8,-1.007,0.726,JARVIS
JVASP-141555,Ni3As2O8,-1.0458,0.314,JARVIS
JVASP-55306,Ni3B2O6,-1.53792,0.18,JARVIS
JVASP-96758,Ni3P2O8,-1.58615,0.801,JARVIS
JVASP-12261,Ni3TeO6,-0.88907,0.176,JARVIS
JVASP-91506,Ni5Se4Br2O12,-0.73045,0.455,JARVIS
JVASP-146913,Ni6OF11,-1.69446,0.277,JARVIS
JVASP-134148,NiAgF3,-1.44944,0.234,JARVIS
JVASP-63373,NiAs2O6,-1.13501,0.884,JARVIS
JVASP-114443,NiAsO4,-0.85088,0.56,JARVIS
JVASP-146549,NiAu2F8,-1.30348,0.688,JARVIS
JVASP-57347,NiB2O4,-2.00983,0.871,JARVIS
JVASP-57412,NiB4O7,-2.22318,0.368,JARVIS
JVASP-57330,NiBiAsO5,-1.21327,0.865,JARVIS
JVASP-2026,NiBr2,-0.37275,0.451,JARVIS
JVASP-16024,NiC2S2N2,0.18335,0.231,JARVIS
JVASP-11792,NiCO3,-1.17694,0.864,JARVIS
JVASP-2020,NiCl2,-0.62429,0.781,JARVIS
JVASP-89923,NiCl2O6,0.02194,0.566,JARVIS
JVASP-27246,NiCl2O8,0.06888,1.248,JARVIS
JVASP-101768,NiF2,-1.77548,0.474,JARVIS
JVASP-57160,NiF3,-1.68481,0.334,JARVIS
JVASP-55815,NiH12Cl2O6,-0.9402,1.252,JARVIS
JVASP-33746,NiH12SO9,-0.99965,1.692,JARVIS
JVASP-32013,NiH16C4S4N8Cl2,-0.24842,0.595,JARVIS
JVASP-98567,NiH20C8N10,-0.12574,1.977,JARVIS
JVASP-103741,NiH2O2,-0.8642,0.817,JARVIS
JVASP-51779,NiH2SO5,-1.1528,1.149,JARVIS
JVASP-12710,NiH2SeO5,-0.80294,1.077,JARVIS
JVASP-32877,NiH4C2S4N2,-0.11357,1.247,JARVIS
JVASP-106309,NiH6Cl2,-0.06948,0.79,JARVIS
JVASP-137730,NiMoO4,-1.7128,0.91,JARVIS
JVASP-119300,NiN2F14,-0.70167,1.63,JARVIS
JVASP-147281,NiN2O8,-0.07902,0.318,JARVIS
JVASP-104988,NiO2,-0.83274,0.754,JARVIS
JVASP-8072,NiP2,-0.37265,0.492,JARVIS
JVASP-102832,NiP2O7,-1.65607,0.184,JARVIS
JVASP-30317,NiP2S6,-0.18,0.329,JARVIS
JVASP-121720,NiP3O9,-1.81452,0.191,JARVIS
JVASP-22613,NiPbF6,-1.93541,0.915,JARVIS
JVASP-24429,NiPtF6,-1.57728,0.9,JARVIS
JVASP-11482,NiSO4,-1.16382,0.65,JARVIS
JVASP-27392,NiSb2O6,-1.36377,0.306,JARVIS
JVASP-144237,NiSeO3,-0.81659,0.455,JARVIS
JVASP-11676,NiSeO4,-0.66,0.312,JARVIS
JVASP-144428,NiSn3P4O16,-1.88323,0.109,JARVIS
JVASP-91977,NiSnF6,-2.25184,1.175,JARVIS
JVASP-32228,NiSnH12O6F6,-1.4113,1.771,JARVIS
JVASP-112815,NiSnO3,-1.30889,0.529,JARVIS
JVASP-58195,NiW2O8,-1.79675,0.243,JARVIS
JVASP-152034,NiWO4,-1.74745,0.18,JARVIS
JVASP-119083,NpF6,-3.19079,0.923,JARVIS
JVASP-96869,NpH16C4N8ClO6,-0.74584,0.451,JARVIS
JVASP-105705,O,-0.01178,0.938,JARVIS
JVASP-135748,O2F,0.59589,0.618,JARVIS
JVASP-135730,OF,1.48714,1.216,JARVIS
JVASP-116073,OF2,-0.00103,2.591,JARVIS
JVASP-116074,OF3,0.12001,1.105,JARVIS
JVASP-154930,Os2C3,1.17163,0.155,JARVIS
JVASP-97717,Os2O3F7,-1.55022,0.62,JARVIS
JVASP-36350,OsC,0.67069,0.191,JARVIS
JVASP-85463,OsC3I2O3,-0.61377,1.866,JARVIS
JVASP-32484,OsC4Cl2O4,-0.70813,2.337,JARVIS
JVASP-26779,OsCl4O,-0.52046,0.816,JARVIS
JVASP-98540,OsO2F3,-1.46972,0.595,JARVIS
JVASP-27195,OsO4,-1.00757,3.153,JARVIS
JVASP-79517,P,2e-05,0.126,JARVIS
JVASP-56457,P10Au7I,-0.12965,0.46,JARVIS
JVASP-10660,P2Ir,-0.71116,0.621,JARVIS
JVASP-2172,P2Os,-0.51934,0.797,JARVIS
JVASP-153291,P2Pb3O8,-2.01426,3.463,JARVIS
JVASP-97629,P2PbXe3F18,-1.8646,2.414,JARVIS
JVASP-3978,P2Pd,-0.42707,0.553,JARVIS
JVASP-34335,P2Pd2O7,-1.54705,0.884,JARVIS
JVASP-9375,P2Pd3S8,-0.32429,1.537,JARVIS
JVASP-13010,P2PdO6,-1.75943,1.801,JARVIS
JVASP-9173,P2Pt,-0.68546,1.024,JARVIS
JVASP-11413,P2Rh,-0.65203,0.437,JARVIS
JVASP-2139,P2Ru,-0.59603,0.514,JARVIS
JVASP-142209,P2S3,-0.16384,1.821,JARVIS
JVASP-32143,P2S7,-0.14035,1.754,JARVIS
JVASP-5590,P2Se5,0.0111,1.049,JARVIS
JVASP-60751,P2WO8,-2.21357,2.025,JARVIS
JVASP-117848,P3Br,0.20979,0.308,JARVIS
JVASP-12982,P3BrCl14,-0.54059,1.713,JARVIS
JVASP-123571,P3F,-0.36238,1.252,JARVIS
JVASP-121071,P3H,0.12668,1.263,JARVIS
JVASP-11150,P3Ir,-0.62841,0.225,JARVIS
JVASP-96955,P3IrO9,-1.81151,2.268,JARVIS
JVASP-123592,P3N,0.18387,0.702,JARVIS
JVASP-7903,P3N5,-0.24338,2.806,JARVIS
JVASP-12909,P3Ru,-0.5147,0.978,JARVIS
JVASP-5518,P3Se4I,-0.02943,1.219,JARVIS
JVASP-152731,P4Os,-0.38739,1.358,JARVIS
JVASP-12729,P4Ru,-0.44391,1.223,JARVIS
JVASP-4346,P4S3,-0.14844,2.305,JARVIS
JVASP-88221,P4S3I2,-0.14114,1.608,JARVIS
JVASP-4531,P4S5,-0.17835,2.227,JARVIS
JVASP-20791,P4S7,-0.1908,2.424,JARVIS
JVASP-4397,P4Se5,-0.01919,1.587,JARVIS
JVASP-96761,PAuCl8,-0.48536,1.705,JARVIS
JVASP-88113,PAuClF3,-1.7149,3.249,JARVIS
JVASP-5806,PAuS4,-0.14701,1.037,JARVIS
JVASP-117839,PBr,-0.15614,0.79,JARVIS
JVASP-98891,PBr2N,-0.29895,2.946,JARVIS
JVASP-117849,PBr3,-0.35018,2.711,JARVIS
JVASP-144126,PBr3O,-0.77042,2.716,JARVIS
JVASP-14319,PBr5,-0.27766,1.739,JARVIS
JVASP-31950,PBr7,-0.21077,1.297,JARVIS
JVASP-98142,PC2S2N3,0.08637,3.127,JARVIS
JVASP-115904,PCl,-0.37832,0.394,JARVIS
JVASP-115908,PCl3,-0.22787,0.614,JARVIS
JVASP-56209,PCl5,-0.55299,1.864,JARVIS
JVASP-136385,PClO,-0.86762,1.397,JARVIS
JVASP-136387,PClO2,-0.4457,0.898,JARVIS
JVASP-133791,PF,0.23761,1.795,JARVIS
JVASP-121007,PHF,0.72377,0.377,JARVIS
JVASP-144313,PHPbO4,-1.85659,3.494,JARVIS
JVASP-139212,PI,0.07243,0.824,JARVIS
JVASP-4074,PI2,-0.05037,1.594,JARVIS
JVASP-3816,PI3,-0.03756,1.972,JARVIS
JVASP-24625,PICl6,-0.47271,1.981,JARVIS
JVASP-121591,PIrS,-0.76661,1.954,JARVIS
JVASP-116035,PNF2,-0.36239,0.676,JARVIS
JVASP-134823,POF,-0.97589,0.693,JARVIS
JVASP-151809,POsS,-0.51012,0.972,JARVIS
JVASP-152149,POsSe,-0.3303,0.624,JARVIS
JVASP-55522,PPbS3,-0.49534,2.248,JARVIS
JVASP-29218,PPbSe3,-0.32095,1.748,JARVIS
JVASP-4534,PPdS,-0.44489,0.903,JARVIS
JVASP-19025,PPdSe,-0.3608,0.716,JARVIS
JVASP-140392,PRhS,-0.76983,1.454,JARVIS
JVASP-151225,PRhSe,-0.64256,1.087,JARVIS
JVASP-151788,PRuS,-0.61777,0.581,JARVIS
JVASP-152691,PRuSe,-0.46013,0.362,JARVIS
JVASP-4313,PS,-0.16305,1.929,JARVIS
JVASP-118115,PSCl,-0.10793,0.694,JARVIS
JVASP-99359,PSN9,0.52341,3.007,JARVIS
JVASP-5596,PSe,-0.04488,1.971,JARVIS
JVASP-30483,PW4Cl11,-0.67038,0.532,JARVIS
JVASP-128590,PXe,1.74793,0.585,JARVIS
JVASP-38840,PaAgO3,-2.58434,0.952,JARVIS
JVASP-151457,PaBr3O,-2.20772,1.722,JARVIS
JVASP-12762,PaCl5,-1.87066,2.517,JARVIS
JVASP-105423,PaInO4,-2.91866,1.875,JARVIS
JVASP-132483,PaS31,-0.10973,0.191,JARVIS
JVASP-79864,PaTe2Au,-0.44777,0.186,JARVIS
JVASP-42067,PaTlO3,-2.96076,2.97,JARVIS
JVASP-103358,Pb2BrOF,-1.63421,2.39,JARVIS
JVASP-89268,Pb2CBr2O3,-1.29151,2.951,JARVIS
JVASP-12493,Pb2ClOF,-1.69895,2.649,JARVIS
JVASP-109105,Pb2IOF,-1.54947,2.194,JARVIS
JVASP-109497,Pb2O3,-1.11152,0.887,JARVIS
JVASP-88423,Pb2OF2,-2.0026,2.925,JARVIS
JVASP-12387,Pb2SO5,-1.48451,3.218,JARVIS
JVASP-117339,Pb2SeN2O9,-0.81138,2.844,JARVIS
JVASP-104705,Pb2SeS,-0.61858,0.791,JARVIS
JVASP-91326,Pb2WO5,-1.85555,0.77,JARVIS
JVASP-87211,Pb3Br2O2,-1.19735,2.337,JARVIS
JVASP-146156,Pb3ClO3,-1.11845,0.279,JARVIS
JVASP-33862,Pb3I2Cl4O6,-0.89624,3.18,JARVIS
JVASP-51478,Pb3O4,-1.14455,1.1,JARVIS
JVASP-154987,Pb3SO6,-1.44029,2.885,JARVIS
JVASP-143666,Pb3Se2Br2O6,-1.13118,2.782,JARVIS
JVASP-29312,Pb3SeO5,-1.18804,2.636,JARVIS
JVASP-142056,Pb3WCl2O5,-1.72214,2.601,JARVIS
JVASP-97368,Pb4IF7,-2.2872,2.982,JARVIS
JVASP-142013,Pb4SBr6,-0.87608,2.27,JARVIS
JVASP-107533,Pb4Se3S,-0.61395,0.639,JARVIS
JVASP-150899,Pb4SeBr6,-0.88422,1.827,JARVIS
JVASP-109695,Pb4SeS3,-0.63876,0.48,JARVIS
JVASP-97708,Pb5I2F8,-2.11026,2.771,JARVIS
JVASP-12486,Pb5S2I6,-0.64337,1.805,JARVIS
JVASP-36847,PbAuO2,-0.74106,0.59,JARVIS
JVASP-5449,PbBr2,-0.95871,3.173,JARVIS
JVASP-141083,PbBr2O7,0.02988,0.498,JARVIS
JVASP-115682,PbBrCl,-1.09011,2.986,JARVIS
JVASP-94278,PbBrF,-1.7828,2.946,JARVIS
JVASP-12450,PbC2O4,-1.27305,2.856,JARVIS
JVASP-12320,PbC2S2N2,0.03483,2.655,JARVIS
JVASP-34270,PbCClO2,-1.27453,2.91,JARVIS
JVASP-154298,PbCN2,0.04115,1.673,JARVIS
JVASP-112888,PbCO3,-1.4858,3.343,JARVIS
JVASP-42095,PbCl2,-1.15873,3.114,JARVIS
JVASP-54472,PbCl2O4,-0.29778,1.182,JARVIS
JVASP-120437,PbCl2O7,-0.00649,0.57,JARVIS
JVASP-32797,PbCl4,-0.58451,1.445,JARVIS
JVASP-106476,PbClF,-1.82535,3.18,JARVIS
JVASP-136390,PbClO,0.14543,0.998,JARVIS
JVASP-153908,PbF3,-2.2032,1.842,JARVIS
JVASP-2091,PbF4,-1.9023,1.849,JARVIS
JVASP-5173,PbI2,-0.66023,2.242,JARVIS
JVASP-32829,PbIBr,-0.80429,2.533,JARVIS
JVASP-12483,PbICl,-0.94216,2.744,JARVIS
JVASP-5188,PbIF,-1.59793,2.013,JARVIS
JVASP-149884,PbO,-1.24471,2.203,JARVIS
JVASP-124591,PbO7,-0.17492,0.242,JARVIS
JVASP-260,PbS,-0.65596,1.293,JARVIS
JVASP-35319,PbS2,-0.40754,0.325,JARVIS
JVASP-12365,PbSO3,-1.40324,3.477,JARVIS
JVASP-91670,PbSe,-0.59552,0.76,JARVIS
JVASP-57803,PbSe2O6,-0.82311,1.359,JARVIS
JVASP-29883,PbSeO3,-1.1293,3.436,JARVIS
JVASP-101280,PbSeO4,-1.00085,3.429,JARVIS
JVASP-52952,PbWO4,-2.15181,3.302,JARVIS
JVASP-12897,Pd2Cl2O,-0.4851,0.796,JARVIS
JVASP-98653,PdAu2F8,-1.15286,0.513,JARVIS
JVASP-4204,PdBr2,-0.29728,0.59,JARVIS
JVASP-28381,PdCl2,-0.48306,0.561,JARVIS
JVASP-11152,PdF4,-1.25293,0.768,JARVIS
JVASP-24602,PdI2,-0.22051,0.65,JARVIS
JVASP-133139,PdN2,0.38158,0.137,JARVIS
JVASP-12977,PdPb2Br6,-0.74389,1.138,JARVIS
JVASP-12976,PdPb2Cl6,-0.97734,1.363,JARVIS
JVASP-146182,PdPb2Se2Cl2O6,-1.01847,1.498,JARVIS
JVASP-12341,PdPbF4,-1.90773,1.008,JARVIS
JVASP-2832,PdPtF6,-1.35702,0.747,JARVIS
JVASP-3972,PdS2Cl6,-0.29251,1.452,JARVIS
JVASP-132485,PdS31,0.00842,1.307,JARVIS
JVASP-5767,PdSCl,-0.39746,0.918,JARVIS
JVASP-12969,PdSO4,-0.977,1.125,JARVIS
JVASP-4080,PdSe2Br6,-0.19774,1.19,JARVIS
JVASP-13928,PdSe2Cl6,-0.35587,1.629,JARVIS
JVASP-9619,PdSe2O5,-0.70223,0.903,JARVIS
JVASP-32744,PdSe6Br2,-0.12701,0.807,JARVIS
JVASP-13028,PdSe6Cl2,-0.18229,1.01,JARVIS
JVASP-60702,PdSe8Cl2,-0.15071,1.197,JARVIS
JVASP-12015,PdSeO3,-0.67419,1.154,JARVIS
JVASP-57177,PdSeO4,-0.48925,1.293,JARVIS
JVASP-144698,Pm2MgS4,-1.99162,2.044,JARVIS
JVASP-140483,Pm2MgSe4,-1.75241,1.98,JARVIS
JVASP-108834,Pm2S3,-2.17426,2.431,JARVIS
JVASP-147355,Pm2Se3,-1.99863,0.334,JARVIS
JVASP-156335,PmAgGe,-0.50947,0.714,JARVIS
JVASP-33806,PmBr3,-1.84562,2.414,JARVIS
JVASP-33808,PmCl3,-2.22707,3.096,JARVIS
JVASP-127583,PmF3,-3.44248,1.2,JARVIS
JVASP-33809,PmI3,-1.36317,1.603,JARVIS
JVASP-40879,PmTlTe2,-0.87794,0.156,JARVIS
JVASP-35454,Pr2AlNO3,-2.97713,1.034,JARVIS
JVASP-116801,Pr2B2MoO9,-2.96437,3.131,JARVIS
JVASP-13345,Pr2CdS4,-1.71509,1.652,JARVIS
JVASP-13304,Pr2CdSe4,-1.50555,1.0,JARVIS
JVASP-146192,Pr2CuGe2O8,-2.41071,0.467,JARVIS
JVASP-147079,Pr2MgS4,-1.94717,1.417,JARVIS
JVASP-113125,Pr2MgSe4,-1.74879,1.503,JARVIS
JVASP-12974,Pr2NCl3,-2.21276,3.258,JARVIS
JVASP-53575,Pr2PbS4,-1.76638,2.249,JARVIS
JVASP-53457,Pr2PbSe4,-1.56976,1.747,JARVIS
JVASP-50848,Pr2S2O,-2.74472,2.348,JARVIS
JVASP-49225,Pr2S3,-2.23963,0.815,JARVIS
JVASP-2226,Pr2SO2,-3.26281,2.975,JARVIS
JVASP-97772,Pr2Se2O,-2.5878,2.055,JARVIS
JVASP-2379,Pr2SeO2,-3.16622,2.323,JARVIS
JVASP-146438,Pr2Si2PbS8,-1.33332,2.242,JARVIS
JVASP-22967,Pr2SiTeO4,-3.05685,2.146,JARVIS
JVASP-21219,Pr2Sn2O7,-2.71059,2.828,JARVIS
JVASP-85951,Pr2Ta2Cl2O7,-3.18205,3.147,JARVIS
JVASP-49242,Pr2Te2O7,-2.22342,1.594,JARVIS
JVASP-3324,Pr2TeO2,-3.04152,1.791,JARVIS
JVASP-26415,Pr2Ti2S2O5,-3.05792,0.787,JARVIS
JVASP-42053,Pr3AgGeS7,-1.56313,1.791,JARVIS
JVASP-145228,Pr3AlFeS7,-1.72419,0.447,JARVIS
JVASP-99147,Pr3BWO9,-3.25163,3.303,JARVIS
JVASP-120428,Pr3CBr5,-1.67299,0.527,JARVIS
JVASP-121426,Pr3Cu3Sb4,-0.79148,0.232,JARVIS
JVASP-54943,Pr3CuGeSe7,-1.3756,1.166,JARVIS
JVASP-26752,Pr3CuSiS7,-1.6944,1.675,JARVIS
JVASP-57559,Pr3CuSnS7,-1.58678,1.765,JARVIS
JVASP-140259,Pr3InFeS7,-1.55246,0.57,JARVIS
JVASP-141287,Pr3MnGaS7,-1.67083,0.452,JARVIS
JVASP-57070,Pr3NbCl6O4,-2.77344,2.927,JARVIS
JVASP-49215,Pr3NbO7,-3.40361,2.671,JARVIS
JVASP-95454,Pr3S3N,-2.06684,1.119,JARVIS
JVASP-42855,Pr3Sb4Au3,-0.90186,0.564,JARVIS
JVASP-20827,Pr3Sb5O12,-2.3348,3.186,JARVIS
JVASP-121534,Pr3Se3N,-1.89135,1.03,JARVIS
JVASP-57615,Pr3Si2S8Br,-1.61271,2.715,JARVIS
JVASP-26821,Pr3Si2S8Cl,-1.6366,2.755,JARVIS
JVASP-25004,Pr3Si2S8I,-1.57452,2.611,JARVIS
JVASP-40416,Pr3SiAgS7,-1.6507,1.749,JARVIS
JVASP-49330,Pr3SiAgSe7,-1.40159,1.503,JARVIS
JVASP-49216,Pr3TaO7,-3.51691,3.412,JARVIS
JVASP-88089,Pr3UCl3O6,-3.27274,1.6,JARVIS
JVASP-145564,Pr3WCl3O6,-2.99798,0.476,JARVIS
JVASP-139840,Pr4MnS7,-1.83523,1.379,JARVIS
JVASP-133343,Pr4NiS7,-1.75312,0.479,JARVIS
JVASP-24968,Pr4S3NCl3,-2.23735,3.019,JARVIS
JVASP-13157,Pr4Se3N2,-1.82767,1.4,JARVIS
JVASP-88181,Pr4Te3N2,-1.58949,0.806,JARVIS
JVASP-13289,Pr5AgSe8,-1.76932,1.462,JARVIS
JVASP-96831,Pr5C2Cl9,-1.95206,1.492,JARVIS
JVASP-13283,Pr5CuSe8,-1.72422,1.0,JARVIS
JVASP-86535,Pr5Ru2O12,-2.80566,0.169,JARVIS
JVASP-139861,Pr6CdGe2S14,-1.64365,1.957,JARVIS
JVASP-146437,Pr6CdSi2S14,-1.74795,1.867,JARVIS
JVASP-142394,Pr6Ge3S14,-1.62445,1.299,JARVIS
JVASP-142395,Pr6Ge3Se14,-1.41965,1.089,JARVIS
JVASP-38381,Pr6IrCl11,-2.10665,0.626,JARVIS
JVASP-113066,Pr6MgGe2S14,-1.74729,1.909,JARVIS
JVASP-90812,PrAlH6,-0.3662,2.332,JARVIS
JVASP-10223,PrAlO3,-3.53224,2.998,JARVIS
JVASP-61821,PrAs2,-1.02464,0.152,JARVIS
JVASP-145085,PrAsS,-1.69289,0.247,JARVIS
JVASP-45358,PrBN2,-1.47904,2.133,JARVIS
JVASP-42024,PrBS3,-1.39972,2.498,JARVIS
JVASP-26396,PrBi2BrO4,-2.09586,1.289,JARVIS
JVASP-26418,PrBi2ClO4,-2.13696,1.164,JARVIS
